x,y,z,type
91.6,39.29,501.13,2
56.71,44.73,733.69,4
78.03,90.24,520.79,2
23.52,57.45,608.86,2
2.5,72.88,494.8,2
13.3,48.59,583.44,2
87.51,4.65,480.25,2
13.96,20.42,558.47,2
91.15,86.65,512.18,2
41.7,26.67,680.65,4
11.98,14.75,529.83,2
31.4,41.93,682.02,4
40.39,3.04,481.37,2
33.21,54.97,606.18,2
14.78,27.94,596.62,2
35.25,95.15,471.01,2
88.74,22.58,563.12,2
36.53,58.14,640.86,2
19.82,37.33,612.78,2
16.63,8.3,538.68,2
2.2,19.77,518.08,2
89.26,16.64,511.6,2
13.64,38.6,587.36,4
99.47,62.35,503.35,2
58.62,58.98,702.27,4
65.28,49.48,696.14,4
57.01,64.9,680.56,4
85.06,86.63,490.05,2
34.83,91.42,487.72,2
87.1,34.35,546.54,2
71.46,27.78,540.49,2
76.68,99.29,473.35,2
94.03,39.93,480.11,2
1.25,23.12,505.2,2
18.94,29.04,611.99,2
78.46,11.0,516.7,2
63.93,66.28,677.61,4
49.1,72.55,619.69,2
56.29,10.41,527.36,2
12.09,95.79,538.41,2
16.19,66.03,532.13,2
38.3,8.92,509.47,2
96.12,23.29,536.89,2
59.01,10.08,508.03,2
90.75,2.86,461.9,2
61.72,60.19,708.95,4
73.3,49.02,658.02,4
14.4,89.16,506.4,2
70.8,39.08,588.72,4
68.73,4.61,506.57,2
66.54,8.14,518.41,2
4.44,67.75,510.17,2
43.87,22.7,654.44,4
56.08,5.04,543.94,2
71.62,40.37,613.34,2
91.05,93.44,484.45,2
11.78,2.1,536.53,2
74.87,31.27,537.83,2
27.06,81.95,567.02,2
17.98,56.58,598.46,2
52.41,13.87,539.42,2
11.86,71.91,501.62,2
79.12,19.78,521.02,2
68.14,27.44,542.5,2
66.09,50.82,721.02,4
25.71,8.35,573.75,2
57.57,27.82,580.5,2
50.36,40.67,713.67,4
19.94,73.4,482.64,2
70.68,35.03,570.16,2
96.18,6.94,502.61,2
39.3,53.3,650.03,4
68.42,51.4,708.6,4
97.63,91.93,513.82,2
96.24,27.01,526.22,2
52.23,60.0,677.75,4
12.7,34.63,586.45,4
11.45,27.11,563.9,2
75.47,57.41,652.42,4
20.97,99.11,534.08,2
48.24,7.8,531.29,2
52.83,64.4,661.95,4
46.27,22.19,619.2,4
23.14,85.49,545.32,2
31.97,36.17,707.38,4
63.28,14.8,519.46,2
78.76,5.19,504.67,2
78.35,18.12,503.16,2
89.11,18.68,545.16,2
77.42,26.22,529.51,2
63.46,90.64,515.3,2
8.42,60.14,532.07,2
54.47,79.53,598.26,4
49.16,68.41,640.78,4
92.33,93.2,510.66,2
0.89,83.3,517.06,2
36.63,85.16,538.89,2
1.22,95.27,494.05,2
41.77,70.32,629.92,4
57.71,0.44,565.52,2
61.14,39.82,683.78,4
88.74,40.78,502.01,2
14.13,97.73,549.05,2
70.65,17.59,545.62,2
36.68,39.68,696.71,4
0.03,42.45,545.12,2
54.34,53.86,706.29,4
84.2,76.32,572.24,2
18.41,59.0,598.42,4
1.97,15.1,513.95,2
0.59,62.36,491.53,2
15.72,11.22,538.09,2
14.12,77.52,483.18,2
31.5,14.58,563.9,2
37.49,32.67,720.28,4
99.45,92.1,518.42,2
36.87,90.23,506.37,2
48.45,39.09,702.68,4
69.96,1.89,515.68,2
0.09,23.01,510.18,2
48.2,29.72,631.39,2
59.2,6.16,538.91,2
31.65,60.74,603.4,4
18.07,22.88,602.6,2
44.16,58.58,687.01,4
44.97,22.09,647.8,2
90.21,94.41,505.16,2
57.81,5.01,534.63,2
0.04,81.02,508.32,2
78.25,99.42,471.27,1
77.26,97.65,478.8,2
24.0,77.32,531.07,2
90.2,34.92,530.61,2
86.06,84.74,503.14,2
28.71,37.41,705.21,4
53.1,40.34,712.68,4
52.66,40.73,726.1,4
90.61,53.3,507.69,2
51.65,20.07,568.68,2
31.72,94.62,486.25,2
54.56,91.67,527.09,2
70.89,98.77,525.31,2
19.04,63.09,575.5,2
43.05,35.52,690.5,4
60.67,37.41,652.42,4
32.8,38.61,708.3,4
99.41,54.06,530.41,2
36.17,4.26,494.07,2
4.27,68.24,499.4,2
89.8,39.6,498.4,2
29.92,32.92,706.9,4
49.53,53.94,709.22,4
11.5,33.6,597.68,4
60.0,0.06,554.83,2
11.53,43.72,562.21,2
19.91,97.08,521.1,2
60.46,71.73,630.43,2
14.33,83.27,471.0,2
67.23,47.52,687.24,4
96.31,31.77,501.22,2
33.76,29.38,704.38,4
45.68,18.88,606.93,2
54.99,40.42,721.25,4
38.38,15.45,581.02,4
66.24,75.61,572.9,2
58.47,20.97,525.33,2
77.66,33.07,562.8,2
37.55,58.26,646.64,4
11.99,83.14,469.17,1
59.12,43.0,709.47,4
66.0,1.68,514.21,2
56.18,45.25,727.49,4
77.92,20.11,513.2,2
7.03,52.96,536.01,2
45.7,41.11,683.29,4
88.21,44.82,484.86,2
55.64,63.67,686.37,4
44.99,99.28,499.79,2
62.86,48.71,706.43,4
37.16,35.51,700.55,4
71.18,42.11,629.57,4
10.59,7.83,524.73,2
12.38,10.98,508.86,2
38.27,37.0,707.28,4
35.99,73.86,613.19,2
84.03,4.34,498.15,2
77.61,29.73,539.07,2
3.33,67.67,490.88,2
37.27,37.18,701.72,4
91.0,49.69,512.43,2
41.83,10.32,541.41,2
28.51,99.62,466.55,1
76.83,73.72,592.36,4
98.2,20.96,529.2,2
34.87,34.72,726.06,4
80.35,98.63,471.94,1
66.38,90.96,532.54,2
14.24,54.69,591.09,2
5.23,13.53,507.3,2
66.71,4.67,513.21,2
8.55,54.11,538.43,2
23.11,42.31,643.46,4
11.15,8.83,520.08,2
39.71,42.83,663.56,4
37.13,80.82,549.72,2
87.84,26.37,565.0,2
26.7,91.05,502.55,2
60.66,40.07,665.92,4
84.73,4.07,468.86,1
30.48,18.46,585.25,2
5.21,97.83,493.81,2
92.16,58.28,525.03,2
97.25,7.37,490.54,2
67.85,28.43,555.65,2
90.13,60.91,551.66,2
52.66,12.23,553.47,2
5.07,78.55,512.88,2
94.01,65.15,521.43,2
30.58,84.51,551.48,2
54.68,20.26,549.34,2
62.33,1.78,546.35,2
9.31,81.31,476.57,1
10.68,35.93,586.38,2
88.31,16.09,513.12,2
31.46,97.25,484.39,2
71.89,31.88,543.53,2
23.89,23.0,607.62,2
50.54,34.95,666.16,4
15.1,92.92,525.18,2
50.99,20.77,581.38,4
43.51,42.26,664.99,4
87.1,17.25,525.35,2
23.91,70.05,537.9,2
32.77,9.44,528.73,2
26.64,33.43,674.88,4
33.56,53.28,619.68,2
7.61,3.35,550.95,2
62.24,2.71,542.39,2
82.56,97.17,462.45,2
52.49,24.46,570.22,2
86.17,81.02,545.92,2
97.0,87.01,512.75,2
36.64,26.38,709.61,4
10.54,90.49,484.39,2
59.37,44.15,702.56,4
34.14,39.17,696.73,4
74.55,69.6,599.87,4
60.69,75.51,598.36,4
94.39,61.07,532.36,2
66.05,22.34,559.19,2
8.24,38.09,579.79,2
19.29,77.22,478.62,1
32.1,70.71,624.92,4
63.22,8.94,520.4,2
96.18,16.18,540.05,2
12.03,88.66,481.75,2
30.41,55.46,605.97,2
67.46,47.18,685.63,4
89.94,93.28,492.43,2
75.18,56.04,643.1,4
83.13,63.81,579.33,2
62.06,15.13,501.07,2
23.96,64.28,540.58,2
69.34,61.66,697.64,4
51.69,54.84,717.6,4
86.16,9.14,471.38,2
71.33,6.39,529.03,2
48.15,56.13,703.3,4
30.37,38.56,694.57,4
92.77,33.81,523.46,2
27.36,95.94,499.64,2
1.74,8.23,523.63,2
60.82,10.06,516.37,2
74.8,30.15,539.54,2
80.25,35.69,576.19,2
92.27,48.6,508.11,2
10.32,7.56,522.33,2
55.01,92.75,501.44,2
77.33,60.68,600.86,4
23.72,14.8,584.02,4
5.84,83.78,489.13,2
75.95,46.37,612.69,2
37.25,8.46,504.78,2
61.32,62.22,722.77,4
97.66,52.35,516.65,2
37.18,12.95,540.08,2
52.16,69.5,628.92,4
18.47,59.82,583.33,4
60.63,66.88,693.21,4
43.43,10.55,524.67,2
9.7,81.08,496.3,2
11.53,61.75,546.65,2
14.66,9.84,521.22,2
39.92,57.25,682.43,4
50.24,99.0,502.47,2
26.8,40.88,686.46,4
7.32,88.82,483.05,2
92.1,56.08,532.19,2
10.25,25.79,555.49,2
79.88,66.0,589.77,4
25.06,56.75,598.68,2
20.42,40.58,620.44,4
96.25,11.94,522.84,2
65.1,49.54,715.59,4
5.1,65.53,510.3,2
14.36,90.86,507.87,2
49.92,33.94,640.75,2
92.82,12.19,490.12,2
92.38,57.66,535.87,2
75.65,75.3,584.92,4
78.37,87.07,528.38,2
43.62,59.3,700.14,4
83.63,58.98,549.16,2
95.15,65.85,527.65,2
10.06,9.92,515.29,2
69.1,0.3,501.75,2
75.44,33.0,541.69,2
66.12,75.64,584.81,2
4.09,8.0,522.83,2
47.86,5.53,520.28,2
51.81,1.13,540.47,2
21.43,73.36,509.87,2
99.63,11.42,514.2,2
78.6,9.52,518.87,2
9.32,90.57,500.78,2
99.28,41.14,507.41,2
45.35,46.7,696.07,4
46.35,62.68,677.08,4
46.67,13.34,585.79,2
13.63,14.15,541.86,2
47.53,74.76,588.08,4
62.83,4.63,538.91,2
94.12,39.76,487.13,2
81.77,97.92,468.77,2
89.65,45.81,497.31,2
51.13,64.18,662.97,4
79.86,53.19,561.91,2
98.69,49.58,528.86,2
47.76,77.7,604.24,2
43.62,39.38,690.18,4
56.43,15.16,522.4,2
92.66,98.54,510.14,2
26.36,62.53,583.58,2
18.03,40.62,598.91,4
29.1,26.56,651.62,4
2.06,45.47,540.15,2
83.84,30.12,578.35,2
83.09,65.17,587.48,4
99.79,11.28,516.95,2
73.21,33.5,555.87,2
75.91,3.79,530.79,2
78.04,43.52,598.3,4
28.08,62.16,569.72,2
82.5,33.2,565.11,2
38.34,74.68,610.02,2
73.72,4.34,528.59,2
10.14,62.79,534.05,2
36.71,21.26,645.86,2
37.8,87.47,512.79,2
95.47,71.83,527.45,2
84.95,78.1,567.74,2
77.36,85.82,541.96,2
41.23,26.21,671.31,4
50.45,79.55,594.4,4
8.8,42.63,584.47,4
77.96,40.17,594.49,4
64.93,64.44,691.12,4
13.12,84.77,479.44,2
51.81,71.01,627.14,4
48.17,5.41,514.45,2
79.94,38.11,580.04,4
72.92,76.08,578.58,2
78.64,2.0,522.61,2
2.02,32.06,507.67,2
6.89,3.35,533.64,2
95.26,74.58,508.96,2
34.91,50.57,632.3,2
98.23,56.02,530.75,2
33.31,46.0,642.84,4
93.09,63.53,537.41,2
58.01,62.03,690.49,4
79.06,22.35,507.01,2
72.76,56.56,669.13,4
74.82,33.43,548.57,2
17.57,28.33,614.29,2
65.05,44.94,658.63,4
28.47,71.2,582.04,2
14.63,1.01,541.14,2
23.98,51.04,655.64,4
86.86,99.77,480.95,2
4.78,25.51,497.39,2
36.37,28.98,714.85,4
19.49,40.6,610.98,2
47.31,68.29,623.09,2
72.17,34.91,547.52,2
63.5,81.12,536.37,2
34.6,83.64,549.69,2
97.61,28.84,512.24,2
19.61,85.37,514.25,2
55.1,81.4,569.86,2
68.8,83.73,528.47,2
71.3,3.87,515.95,2
98.74,25.85,503.2,2
14.53,9.18,536.64,2
72.55,23.99,535.27,2
47.04,32.17,652.69,4
75.12,61.12,628.11,4
3.81,51.26,549.48,2
46.78,16.24,585.43,2
33.49,85.63,529.99,2
9.13,32.0,569.52,2
36.63,37.59,691.48,4
65.4,31.53,600.95,2
62.35,86.95,520.08,2
87.96,29.35,551.73,2
46.1,70.58,611.49,4
37.97,38.66,695.01,4
0.27,16.94,511.14,2
5.68,30.85,549.23,2
68.27,26.6,540.35,2
44.18,82.87,573.01,2
12.51,96.9,547.32,2
67.64,23.0,542.22,2
23.29,77.78,511.46,2
15.84,90.08,516.59,2
82.1,48.48,551.61,2
98.84,17.52,526.98,2
69.6,46.31,663.05,4
73.16,57.12,678.15,4
93.31,44.61,499.07,2
55.66,65.58,667.04,4
11.97,54.64,573.87,2
12.47,41.82,566.92,2
92.11,33.78,529.19,2
29.86,33.97,701.66,4
83.76,52.96,528.35,2
80.52,52.34,560.17,2
39.24,89.86,499.44,2
50.75,32.49,628.6,4
69.66,86.5,553.33,2
77.89,90.56,520.34,2
76.96,23.24,529.92,2
59.28,36.7,674.3,4
32.97,79.89,573.89,2
32.64,68.52,612.35,2
81.29,40.8,569.99,2
91.2,26.47,568.71,2
10.18,46.7,553.99,2
57.84,41.65,714.62,4
0.46,55.29,519.35,2
39.78,25.77,694.54,4
9.4,9.29,511.88,2
16.17,36.27,609.5,4
10.43,84.32,474.86,2
90.95,90.36,507.03,2
98.57,20.8,502.0,2
9.33,3.82,550.92,2
32.5,61.96,623.45,2
37.43,88.84,519.93,2
38.12,94.33,482.14,2
33.61,81.01,559.54,2
91.4,94.0,502.46,2
60.86,13.65,509.22,2
27.23,58.71,582.35,4
31.21,84.95,544.05,2
41.23,80.21,564.72,2
31.01,56.41,590.87,2
97.54,14.7,512.53,2
93.42,94.68,496.5,2
68.18,47.34,677.71,4
81.57,27.81,541.5,2
52.78,42.7,718.51,4
22.97,95.63,528.78,2
52.33,56.03,705.25,4
52.89,25.87,591.58,2
49.73,42.14,719.98,4
15.99,22.74,576.65,2
70.89,34.34,574.67,2
20.13,85.86,519.38,2
48.79,98.29,511.67,2
44.36,74.41,609.63,4
36.86,65.04,649.38,4
6.12,65.17,509.07,2
6.54,68.38,518.96,2
43.94,70.59,621.8,4
74.43,44.05,621.53,2
6.2,88.12,498.11,2
66.71,63.66,690.68,4
24.85,81.77,542.47,2
76.52,22.7,530.69,2
83.16,75.4,598.31,4
36.7,72.7,628.51,4
14.06,53.49,570.9,2
87.95,46.85,495.17,2
49.73,80.46,575.36,2
15.98,23.03,581.19,2
81.52,78.32,595.82,2
11.66,72.12,492.24,2
77.85,2.33,509.33,2
81.37,23.85,538.57,2
56.83,90.41,515.32,2
54.33,45.13,739.64,4
76.36,38.34,576.55,2
38.32,27.76,699.29,4
75.76,92.13,510.77,2
71.71,46.95,657.69,4
85.95,1.08,470.53,2
48.47,38.25,686.2,4
35.08,8.44,524.62,2
57.73,76.97,598.94,4
33.05,73.66,611.24,2
59.0,1.49,563.11,2
32.39,87.03,520.81,2
11.1,69.19,515.74,2
44.77,73.35,596.89,2
1.56,93.15,501.64,2
45.18,30.72,656.91,4
94.53,10.96,516.75,2
28.77,94.95,469.06,2
54.35,11.34,532.34,2
94.99,41.91,487.32,2
33.68,18.25,613.09,2
81.36,74.39,598.25,2
96.37,85.31,525.98,2
44.84,61.84,687.3,4
29.98,68.91,593.89,2
82.53,42.79,558.61,2
38.58,26.65,690.47,4
62.96,7.01,506.07,2
34.78,55.61,615.36,2
43.71,55.46,686.4,4
60.24,20.55,543.96,2
52.56,89.54,545.18,2
13.88,28.91,592.87,4
34.28,73.47,624.73,2
25.57,2.42,520.52,2
4.53,33.19,554.25,2
20.8,99.56,527.67,2
84.68,1.88,473.38,2
91.88,36.56,503.19,2
94.5,47.31,489.0,2
84.02,16.45,502.71,2
51.41,30.12,633.48,4
19.13,94.82,552.06,2
31.91,71.44,617.48,4
20.72,69.84,519.68,2
67.81,36.1,581.39,2
44.46,13.74,575.02,2
29.58,91.92,504.45,2
71.73,46.72,671.28,4
98.8,7.79,519.48,2
95.85,40.42,506.84,2
25.53,33.59,654.84,4
28.41,49.97,639.63,4
91.88,53.18,525.91,2
73.68,21.97,543.33,2
90.86,61.26,555.32,2
63.37,56.01,725.77,4
45.94,80.01,568.02,2
78.27,41.17,595.21,4
37.1,5.02,499.18,2
76.83,40.18,582.73,4
72.98,48.46,664.42,4
67.49,83.45,548.04,2
39.24,49.04,661.02,4
43.77,95.3,508.74,2
84.78,64.94,599.76,2
58.85,32.95,643.37,2
26.25,25.28,623.2,4
93.33,58.56,537.7,2
61.15,89.42,523.37,2
7.04,20.77,502.62,2
25.21,17.79,586.25,2
83.48,15.0,502.73,2
37.79,81.61,540.56,2
18.62,24.86,611.06,4
96.47,95.68,504.27,2
49.54,12.28,567.3,2
66.8,3.21,509.09,2
73.58,85.19,561.49,2
54.78,50.35,734.63,4
84.12,41.1,545.47,2
18.28,51.17,627.48,2
93.75,67.6,540.78,2
83.32,87.22,498.23,2
38.42,42.83,666.94,4
82.27,53.73,544.06,2
35.4,95.62,473.42,2
41.62,54.41,685.36,4
25.65,54.38,633.49,2
53.97,39.49,695.54,4
18.53,3.89,526.65,2
52.44,7.42,553.15,2
5.13,91.76,488.9,2
92.7,22.97,560.31,2
37.24,32.15,705.08,4
98.76,51.2,519.94,2
70.6,2.99,522.36,2
79.85,91.88,502.14,2
13.05,66.54,544.04,2
83.9,90.13,483.32,2
8.71,57.04,544.42,2
32.85,4.77,510.96,2
38.42,18.41,606.15,4
42.69,16.47,586.85,2
8.51,70.65,497.78,2
42.13,26.83,684.61,4
63.01,36.06,628.87,4
91.12,98.5,486.7,2
99.04,85.75,526.7,2
7.51,62.07,510.06,2
11.98,19.19,541.91,2
81.87,19.27,523.2,2
5.91,82.3,508.28,2
51.17,20.39,575.34,2
1.86,97.83,484.8,2
2.72,53.42,534.29,2
37.44,82.93,556.01,2
29.54,38.91,711.02,4
79.51,50.05,586.12,4
48.77,46.41,731.66,4
37.21,22.59,665.24,4
59.52,19.67,536.91,2
25.18,71.8,545.58,2
90.79,43.16,503.34,2
79.51,21.38,510.73,2
6.5,7.27,542.79,2
59.78,31.41,626.28,2
61.19,38.54,657.07,4
35.51,14.17,544.07,2
45.57,14.91,600.24,2
94.79,14.59,519.07,2
75.29,77.24,589.72,2
31.84,90.31,484.98,2
30.52,97.52,475.87,2
62.37,76.45,592.97,2
58.96,53.52,718.71,4
31.36,8.1,546.11,2
63.95,11.23,525.12,2
62.56,98.71,550.89,2
13.36,60.88,568.37,2
84.18,36.32,573.05,2
33.65,79.31,571.5,2
54.23,62.26,666.43,4
59.49,3.2,548.2,2
53.71,81.91,568.77,2
42.88,97.31,494.94,2
76.76,77.99,574.66,2
21.19,19.26,585.7,2
8.97,13.24,518.54,2
16.09,89.42,499.89,2
43.15,96.14,528.01,2
64.88,35.25,608.47,2
64.09,86.72,529.55,2
34.73,20.17,626.53,4
97.18,9.27,518.46,2
71.18,89.51,538.12,2
66.05,95.85,563.63,2
11.3,48.15,553.16,2
9.17,77.09,485.69,2
93.09,88.11,519.02,2
45.02,1.93,489.67,2
59.87,10.39,515.67,2
53.89,99.31,496.79,2
39.88,76.35,583.72,4
50.0,91.35,528.77,2
91.92,98.94,485.32,2
16.11,55.37,591.12,4
48.56,40.97,700.36,4
57.71,92.59,501.62,2
5.57,10.98,509.14,2
41.42,38.36,688.28,4
32.15,56.15,618.51,2
33.68,47.38,641.21,4
85.96,38.1,537.53,2
37.63,26.55,705.77,4
40.13,67.16,661.96,4
50.95,58.06,702.05,4
16.54,23.61,591.46,4
6.15,90.87,502.99,2
2.92,97.43,498.93,2
19.78,5.17,529.98,2
25.46,72.66,540.03,2
58.74,14.36,500.2,2
65.47,73.31,594.64,2
52.29,71.48,640.78,4
24.91,75.42,542.64,2
93.46,84.1,517.36,2
18.97,57.44,611.24,4
40.58,36.01,690.03,4
44.12,81.81,574.62,2
24.57,69.3,539.63,2
57.73,69.13,648.76,4
60.12,78.79,576.84,2
32.82,23.54,654.62,4
14.59,35.09,578.94,2
14.29,93.03,521.58,2
69.96,10.08,526.82,2
84.93,36.73,571.47,2
21.92,36.57,620.4,2
95.94,30.92,503.14,2
97.66,90.49,516.47,2
63.02,73.65,613.7,4
41.23,59.98,683.64,4
87.43,58.03,534.38,2
33.0,10.78,546.7,2
22.64,14.88,599.93,2
66.35,78.93,535.33,2
55.67,16.96,534.84,2
36.7,52.67,634.37,2
35.33,31.1,727.04,4
84.92,37.22,564.68,2
30.62,47.42,638.13,4
47.4,8.13,540.66,2
83.75,49.92,534.33,2
76.73,88.5,547.76,2
2.05,7.08,545.94,2
32.5,98.65,464.75,2
4.87,93.44,499.06,2
59.28,75.06,598.34,2
3.09,62.51,503.76,2
14.37,24.9,579.69,2
44.07,3.86,474.11,1
14.03,95.04,540.44,2
21.06,38.07,618.86,4
97.2,73.82,491.28,2
13.3,56.57,575.8,2
59.53,12.85,526.8,2
42.42,22.6,654.82,4
40.14,17.61,610.37,2
10.36,96.67,538.22,2
28.38,37.98,675.89,4
38.6,65.12,671.86,4
75.92,85.63,545.14,2
92.03,18.34,535.39,2
99.02,95.9,511.26,2
64.78,84.51,510.76,2
23.58,60.82,562.98,2
9.95,81.89,465.32,1
52.4,58.51,689.02,4
56.01,85.08,554.95,2
15.72,79.67,484.09,2
40.72,94.2,519.31,2
67.38,16.67,534.23,2
12.64,51.12,562.1,2
26.17,3.64,527.58,2
57.45,76.32,604.14,2
53.44,10.52,538.42,2
2.04,59.55,501.53,2
97.55,57.22,521.67,2
75.13,94.1,526.43,2
41.89,94.21,524.28,2
26.06,77.25,552.29,2
42.55,59.34,676.82,4
18.53,36.49,613.02,4
36.87,0.54,498.13,2
31.15,19.93,594.37,2
88.74,6.73,465.75,2
0.63,63.38,490.57,2
43.48,18.26,623.72,2
15.21,86.98,507.76,2
73.28,35.41,565.1,2
26.08,3.43,525.57,2
28.61,89.69,519.05,2
25.56,86.83,522.71,2
41.47,86.47,537.06,2
2.89,26.11,518.41,2
19.21,9.29,549.06,2
52.41,99.03,507.45,2
31.81,86.25,514.55,2
35.72,30.56,709.49,4
45.37,20.04,630.24,4
51.75,66.45,651.67,4
99.36,19.67,520.62,2
71.59,82.26,552.1,2
95.84,17.36,533.5,2
16.0,90.75,528.0,2
83.43,33.61,576.85,2
65.26,80.65,545.06,2
53.12,21.85,566.95,2
86.46,57.85,528.79,2
88.92,82.53,523.24,2
23.52,5.96,534.28,2
14.01,58.3,580.78,4
43.46,51.7,688.49,4
7.46,28.34,543.37,2
39.66,74.25,609.56,4
29.77,26.17,665.52,4
8.4,11.92,517.11,2
48.15,96.18,497.59,2
83.36,85.11,518.7,2
84.27,38.69,539.53,2
64.19,72.21,631.99,4
71.65,33.37,549.43,2
86.4,12.16,491.35,2
56.9,33.34,656.66,4
26.37,24.9,629.3,2
25.84,64.58,564.75,2
53.71,16.51,543.54,2
35.22,6.68,520.51,2
89.4,6.88,448.63,2
40.27,23.16,681.58,4
27.09,5.92,547.62,2
87.8,46.86,508.31,2
43.55,23.72,666.93,4
78.2,96.79,470.67,1
96.88,76.3,501.66,2
87.36,15.04,513.08,2
1.16,25.88,509.56,2
76.78,28.12,531.8,2
77.69,2.24,510.44,2
74.51,44.5,629.77,4
27.74,82.97,551.37,2
42.52,51.97,701.25,4
42.17,38.15,687.62,4
70.96,86.45,545.1,2
75.2,20.54,529.48,2
79.4,87.97,528.75,2
69.24,4.17,525.19,2
32.01,43.52,662.52,4
72.27,77.36,580.67,4
94.92,42.95,482.98,2
22.84,51.8,622.7,4
39.59,38.22,686.83,4
9.05,98.94,517.47,2
95.67,1.17,472.81,1
69.48,17.46,544.17,2
17.74,30.78,597.49,2
69.2,4.19,521.91,2
7.89,85.37,478.2,2
10.6,99.45,547.18,2
84.26,56.19,553.24,2
67.44,73.97,579.61,2
93.84,42.35,497.29,2
35.97,49.08,633.43,4
10.31,31.25,571.13,2
81.69,29.33,541.95,2
60.1,95.82,531.71,2
36.94,6.47,501.71,2
73.88,26.36,536.02,2
46.88,8.13,539.53,2
51.67,1.19,529.9,2
83.94,45.47,530.39,2
99.77,66.59,492.57,2
51.94,6.04,542.02,2
57.25,60.28,707.86,4
51.08,82.06,589.2,4
14.15,54.56,567.94,2
51.47,36.19,685.95,4
62.18,46.98,687.4,4
44.14,76.46,598.4,2
93.79,3.12,449.54,1
57.5,15.13,518.82,2
85.49,4.53,473.43,1
71.93,58.59,690.24,4
88.78,21.29,539.53,2
85.47,64.99,597.97,4
15.0,21.31,578.85,2
43.76,52.22,693.67,4
47.37,5.13,523.22,2
71.58,61.75,684.61,4
50.49,65.53,662.73,4
67.07,10.72,517.44,2
28.95,30.59,674.45,4
75.82,49.56,648.14,2
41.01,37.48,672.84,4
28.92,51.52,632.95,4
0.72,41.65,543.83,2
28.83,68.91,594.0,2
37.85,87.18,512.59,2
46.02,25.79,626.74,4
68.36,21.37,546.58,2
85.0,29.75,567.91,2
72.5,31.14,554.63,2
50.3,91.52,543.2,2
64.11,23.05,554.12,2
93.14,53.67,510.37,2
61.06,50.27,723.91,4
65.34,49.1,692.38,4
0.98,10.16,530.34,2
44.35,73.59,609.29,4
93.59,19.57,538.79,2
63.4,76.89,574.56,2
20.18,79.2,498.0,2
71.05,8.26,527.35,2
30.01,97.94,457.09,2
54.99,54.77,712.72,4
98.69,56.43,533.06,2
84.71,52.41,514.68,2
46.74,94.46,521.59,2
59.0,86.52,517.01,2
95.67,90.5,502.13,2
87.58,23.83,566.09,2
40.26,20.46,632.32,2
99.87,33.52,495.81,2
61.2,96.69,526.9,2
72.28,22.64,546.51,2
11.85,39.52,581.84,4
58.73,79.11,582.29,4
31.58,94.37,479.13,1
29.39,40.7,684.35,4
50.65,68.32,622.1,4
69.36,88.39,548.36,2
77.48,84.42,545.6,2
49.68,43.89,711.68,4
62.6,51.33,706.54,4
4.16,47.17,556.18,2
87.81,30.88,556.88,2
64.49,44.79,670.01,4
19.8,38.54,608.17,2
81.23,13.78,492.95,2
79.06,28.34,552.1,2
11.59,67.75,520.66,2
84.45,36.83,563.34,2
90.72,88.55,494.57,2
54.72,64.22,680.8,4
24.91,96.86,489.47,2
88.93,43.76,485.88,2
36.11,78.35,594.78,2
16.61,16.2,576.44,2
80.81,29.52,554.97,2
27.79,27.89,661.97,4
68.55,55.51,731.67,4
60.24,27.19,588.06,2
28.35,88.78,511.36,2
99.04,48.15,514.31,2
13.9,21.73,553.19,2
31.99,34.16,708.56,4
44.41,17.1,601.69,2
33.76,16.56,585.58,4
26.83,38.52,681.98,4
54.77,88.52,546.14,2
5.37,80.23,521.33,2
79.6,33.99,571.86,2
85.42,50.62,501.88,2
68.75,83.76,526.99,2
56.06,5.48,550.11,2
30.79,22.64,643.58,2
72.95,23.78,526.59,2
51.2,66.11,644.41,2
72.51,20.89,549.86,2
25.85,32.46,664.41,4
26.4,47.89,646.52,2
19.5,48.28,632.27,4
10.54,66.45,523.72,2
5.03,23.1,506.92,2
52.53,28.79,614.99,4
5.45,12.17,529.71,2
6.77,50.97,539.87,2
37.63,81.07,561.47,2
10.39,52.26,546.89,2
14.55,94.36,545.63,2
37.04,29.87,707.29,4
1.69,55.06,526.54,2
84.13,8.12,492.67,2
37.43,11.16,526.45,2
62.74,10.53,516.31,2
5.86,52.24,546.33,2
8.78,81.63,482.22,2
79.99,36.49,564.62,2
87.91,1.3,464.64,1
60.08,51.12,713.9,4
83.01,53.44,547.39,2
80.0,5.92,498.39,2
25.14,90.17,533.84,2
17.02,55.01,592.85,4
97.34,0.87,490.14,2
43.84,23.55,656.49,4
21.89,1.62,508.33,2
70.57,98.89,518.81,2
12.74,16.23,518.26,2
25.39,29.16,622.3,2
24.98,66.57,539.1,2
85.47,71.66,611.56,2
64.49,55.75,720.94,4
73.3,27.48,528.43,2
40.57,96.01,519.97,2
17.21,32.53,601.94,4
37.32,6.37,503.72,2
11.27,82.32,482.72,2
3.55,55.61,509.37,2
89.37,80.18,537.08,2
5.6,4.38,532.27,2
86.4,27.13,562.6,2
10.94,88.05,477.97,1
21.85,57.85,603.21,2
97.98,16.52,513.19,2
12.93,89.03,494.46,2
70.48,88.03,555.98,2
38.41,19.24,624.57,4
9.09,91.3,508.7,2
25.27,15.48,596.46,4
99.99,45.73,517.97,2
4.57,30.39,541.36,2
22.58,1.71,518.81,2
0.74,90.31,502.72,2
19.72,98.24,543.39,2
19.87,23.62,610.72,2
35.12,33.75,730.04,4
